Team,Selected,Games,3rdDownConvPct,3rdDownConvPctDef,4thDownConvPct,4thDownConvPctDef,CompPct,PenPerGame,PenYardsPerGame,OppFDPerGame,FDPerGame,NetYdsPunt,PassYdsPerAtt,PassYdsPerComp,PassYdsPerGame,PassYdsPerAttDef,PassYdsPerCompDef,PassYdsPerGameDef,AvgPuntReturnYds,OppRZScorePct,OppPointsPerRZAtt,RZScorePct,PointsPerRZAtt,RushYdsPerRushDef,RushYdsPerGameDef,RushYdsPerRush,RushYdsPerGame,SacksAllowed,PPGDef,PPG,TFLAllowed,Sacks,TFLPG,AvgTOP,YdsPerPlayDef,YdsPerGameDef,YdsPerPlay,YdsPerGame,AvgTurnoverMargin,WinPct,Conference,Win.%.vs.Rank,AvgPointDifferential,Conf.Champ,Yrs.Since.Last.Selected,Year
Nebraska (Big Ten),0,12,0.435,0.335,0.625,0.348,0.556,7.33,65.92,19.08,22.08,38.1,7.51,13.51,274.7,7.44,12.95,288.2,10.6,0.826,4.17,0.896,4.81,3.75,113.4,4.64,167.8,1.08,27.8,32.5,5.25,2,5.7,31.9,5.82,401.6,6.08,442.5,-1.08,0.417,Big Ten,0.5,4.7,0,5,2015
Northwestern (Big Ten),0,12,0.419,0.309,0.333,0.429,0.502,4.58,40.08,16.83,17.75,37.44,5.24,10.45,139.3,5.48,10.14,192.7,8.31,0.742,3.77,0.842,3.71,3.45,117.8,4.12,193.3,2.08,16.4,20.7,6.83,2.33,7,30.12,4.48,310.5,4.52,332.6,0.42,0.833,Big Ten,0.5,4.3,0,5,2015
Ohio St. (Big Ten),0,12,0.39,0.347,0.556,0.364,0.629,6,50.92,16,21.08,40.23,7.63,12.13,187,5.67,11.43,176.2,12.27,0.786,4.07,0.8,4.38,3.35,127.3,5.66,241.9,1.42,14,35,5.25,2.83,6.6,28.97,4.39,303.5,6.38,428.9,0.17,0.917,Big Ten,0.5,21,0,0,2015
Penn St. (Big Ten),0,12,0.281,0.373,0.471,0.167,0.533,5.08,40.83,18.08,16.5,36.12,6.93,12.99,208.9,5.98,10.37,174.5,7.13,0.912,4.94,0.929,4.43,3.83,149.8,4.13,135.3,3.25,21.7,23.7,7.33,3.67,8.1,29.33,4.75,324.3,5.47,344.3,0.42,0.583,Big Ten,0.001,2,0,5,2015
Purdue (Big Ten),0,12,0.35,0.432,0.545,0.467,0.575,5.42,53.92,24.25,19.75,36.57,5.65,9.82,237.3,7.43,11.92,243.4,7.3,0.803,4.33,0.868,4.82,5.12,214.9,3.78,131.3,2.5,36.5,25.1,5.58,1.75,6.1,27.87,6.13,458.3,4.8,368.6,-0.42,0.167,Big Ten,0.001,-11.4,0,5,2015
Rutgers (Big Ten),0,12,0.365,0.445,0.45,0.364,0.602,6.58,52,20.92,19.67,35.23,7.37,12.24,207.1,9.02,14.09,275.9,13.92,0.8,4.36,0.85,4.43,5.05,186.1,4.35,169.9,2.08,34.9,27.1,5.42,1.17,5.8,31.27,6.85,462,5.61,377,-0.17,0.333,Big Ten,0.001,-7.8,0,5,2015
Wisconsin (Big Ten),0,12,0.408,0.309,0.75,0.235,0.6,5.83,54.42,13.92,21.17,35.71,7.05,11.76,229.3,5.61,11.53,169.2,7.28,0.727,3.27,0.837,4.53,3.19,97.9,3.81,148.1,2,13.1,27.1,5.67,2.08,5.4,33.57,4.39,267.1,5.29,377.3,0.17,0.75,Big Ten,0.001,14,0,5,2015
Notre Dame (FBS Independent),0,12,0.429,0.329,0.571,0.619,0.631,5.33,47.17,17.92,22.33,38.76,8.88,14.06,256.7,6.85,12.51,195.9,7.96,0.765,4.32,0.8,4.08,4.52,166.5,5.77,214.8,1.83,22.4,34.8,6.58,1.92,6.4,29.83,5.54,362.4,7.13,471.5,-0.42,0.833,FBS Independent,0.5,12.4,-1,2,2015
Arizona (Pac-12),0,12,0.417,0.447,0.36,0.6,0.588,5.83,50.25,22.92,25.08,39.86,7.28,12.38,268.3,7.83,12.4,274.8,16,0.943,5.04,0.833,4.4,4.42,188.5,5.49,226,2.5,35.7,36.8,6.08,2.08,5.7,26.9,5.96,463.3,6.34,494.3,-0.42,0.5,Pac-12,0.333,1.1,0,5,2015
Arizona St. (Pac-12),0,12,0.42,0.385,0.588,0.579,0.604,4.5,39.42,20.17,23.5,39.39,7.2,11.92,289.1,8.3,14.51,321.7,6.78,0.881,4.5,0.864,4.17,3.58,124.4,4.4,184.8,3.25,32.7,34,7.75,3.67,8.4,31.53,6.07,446.1,5.77,473.8,0,0.5,Pac-12,0.333,1.3,0,5,2015
California (Pac-12),0,12,0.461,0.426,0.52,0.563,0.637,5.17,44.92,22.08,26.17,37.98,8.63,13.53,368.8,7.81,13.03,251.8,4.18,0.936,4.6,0.883,4.6,4.77,203.5,4.61,155.7,2.17,30.3,36.5,5.25,2.25,5.3,29.08,6.08,455.3,6.86,524.4,0.17,0.583,Pac-12,0.001,6.2,0,5,2015
Colorado (Pac-12),0,13,0.361,0.422,0.556,0.474,0.614,6.15,55.69,20.62,22.38,36.74,6.71,10.94,240.6,6.52,11.39,218.2,6.19,0.87,4.3,0.704,3.56,5.04,198.7,3.75,156.2,3.15,27.5,24.6,6.77,2.08,5.3,31.03,5.72,416.9,5.12,396.8,0.08,0.308,Pac-12,0.001,-2.9,0,5,2015
Oregon (Pac-12),0,12,0.405,0.442,0.583,0.7,0.635,7.08,64.08,25,26.08,32,9.19,14.47,260.4,7.11,11.36,301.2,13.64,0.898,4.83,0.862,4.48,4.84,179.2,6.06,287.8,2.92,36.8,43.2,6.58,3,6.7,27.5,6.05,480.3,7.23,548.2,0.42,0.75,Pac-12,0.5,6.4,0,5,2015
Oregon St. (Pac-12),0,12,0.317,0.455,0.176,0.474,0.469,6.33,58.67,25.08,17.58,38.49,5.57,11.86,159.1,8.28,12.09,256,13.33,0.859,4.64,0.839,4.35,5.14,225.5,4.77,177.3,1.58,37,19,4.92,1.42,4.5,26.2,6.44,481.5,5.12,336.4,-0.33,0.167,Pac-12,0.001,-18,0,0,2015
Southern California (Pac-12),0,13,0.394,0.358,0.652,0.381,0.677,7.46,69.46,22.08,22.46,35.41,8.27,12.22,273.5,7.72,12.24,254.2,9.77,0.875,4.5,0.87,4.67,3.98,147.2,4.59,176.2,2.69,25.9,34.9,6.85,2.85,6.2,29.73,5.74,401.3,6.29,449.6,0.92,0.615,Pac-12,0.4,9,0,5,2015
Stanford (Pac-12),0,13,0.512,0.369,0.857,0.6,0.677,5.23,44.46,19.15,22.46,38.11,9.23,13.64,210.9,6.73,11.84,227.6,5.69,0.889,4.07,0.881,4.68,4.6,146.9,5.08,225.1,1.46,23.1,37.2,4.46,2.08,5.6,35.38,5.69,374.5,6.49,436,0,0.846,Pac-12,1,14.1,1,5,2015
UCLA (Pac-12),0,12,0.454,0.383,0.636,0.577,0.584,8.42,71.67,23,23.67,36.97,7.31,12.52,285.8,5.63,9.91,205.7,10.95,0.837,4.05,0.907,4.56,4.29,187.8,5.06,186.8,1.25,25.1,32.5,6.33,2.25,5.5,26.27,4.9,393.5,6.22,472.6,0.08,0.667,Pac-12,0.8,7.4,0,5,2015
Utah (Pac-12),0,12,0.416,0.386,0.7,0.5,0.64,5.42,51.42,19.33,20.75,43.67,6.75,10.55,189.1,6.99,12.67,253.4,10.83,0.81,4,0.907,4.47,3.31,111.8,4.3,187.8,1.67,21.8,30.3,6.58,2.75,7.2,32.68,5.22,365.2,5.26,376.8,0.67,0.75,Pac-12,1,8.5,0,5,2015
Washington (Pac-12),0,12,0.365,0.365,0.444,0.476,0.613,5.5,50.08,18.83,19.5,37.42,7.81,12.73,235.5,6.5,11.37,216,16,0.778,3.58,0.809,4.21,3.46,133.9,4.24,152.8,2.67,17.8,29.5,6.42,2.5,6.8,29.62,4.86,349.9,5.86,388.3,0.5,0.5,Pac-12,0.4,11.7,0,5,2015
Washington St. (Pac-12),0,12,0.411,0.461,0.694,0.375,0.688,5.42,38.5,21.92,25.67,32.88,6.95,10.11,397,6.78,10.57,223.8,8.53,0.84,4.26,0.943,4.87,4.98,199,3.57,79.9,3.25,28.8,32.4,6.33,2.42,8,30.15,5.79,422.8,6,476.9,-0.25,0.667,Pac-12,0.333,3.6,0,5,2015
Alabama (SEC),1,13,0.364,0.279,0.478,0.353,0.667,6.23,57.31,13.54,22.38,36.32,7.14,10.72,214.3,5.85,11.91,184.2,12.32,0.833,3.88,0.804,4.02,2.38,74,4.83,208.2,1.38,14.4,34.1,6.46,3.54,7.3,33.87,4.13,258.2,5.78,422.5,0.54,0.923,SEC,0.857,19.7,1,0,2015
Arkansas (SEC),0,12,0.46,0.45,0.571,0.45,0.649,4.42,38.08,20.67,22.92,36.53,9.11,14.03,264.3,8.31,12.74,284.5,15.5,0.857,4.53,0.811,4.47,3.77,119.6,4.92,192.6,1,27.8,35.2,4.75,1.5,5.4,34.12,6.12,404.1,6.7,456.8,0.58,0.583,SEC,0.5,7.4,0,5,2015
Auburn (SEC),0,12,0.41,0.453,0.583,0.5,0.583,4.92,46.5,23.5,19.5,37.46,7.27,12.47,175.6,6.62,10.63,232.2,9.44,0.8,4.02,0.891,4.5,4.63,189.7,4.33,191.8,1.58,27.3,27.2,5.08,1.42,4.1,27.87,5.54,421.8,5.37,367.3,0.33,0.5,SEC,0.25,-0.1,0,1,2015
Florida (SEC),0,13,0.352,0.31,0.56,0.6,0.576,6.46,51.62,16.08,16.92,41.89,7.22,12.53,211.1,5.77,10.77,174.8,13.94,0.781,3.75,0.688,3.81,3.39,120.6,3.43,127.6,3.31,16.5,24.5,7.08,3.08,7.5,31.7,4.49,295.4,5.1,338.7,0.77,0.769,SEC,0.25,8,0,5,2015
Georgia (SEC),0,12,0.313,0.296,0.455,0.474,0.615,5.17,45.58,14.42,18.67,35.77,7.38,12.01,187.1,5.8,11.24,146.1,12.79,0.645,3.39,0.78,3.59,3.97,151.9,5.24,194.3,1.08,16.9,26.5,3.42,1.75,5.9,29.18,4.7,298,6.11,381.4,0.25,0.75,SEC,0.001,9.6,0,5,2015
Kentucky (SEC),0,12,0.374,0.394,0.684,0.571,0.549,5.75,56.33,20.83,18.5,35.24,6.33,11.52,209.3,6.93,12.13,198.1,7.36,0.75,3.87,0.833,4.14,4.61,196.1,4.66,162.7,2.5,27.4,24.7,7,1.42,4.4,29.27,5.55,394.2,5.47,372,-0.17,0.417,SEC,1,-2.7,0,5,2015
LSU (SEC),0,11,0.396,0.338,0.556,0.458,0.529,7.91,63.45,19.18,20.27,35.17,7.47,14.1,173.1,6.39,11.16,211,9.83,0.906,4.88,0.833,4.36,4.01,131.5,5.8,245.9,1.55,24,30.7,5.82,2.55,6,31.43,5.2,342.5,6.39,419,0.64,0.727,SEC,0.6,6.7,0,3,2015
Mississippi St. (SEC),0,12,0.418,0.355,0.45,0.471,0.668,4,37.58,21.08,23,36.14,8.15,12.2,311.1,6.57,10.62,216.8,12,0.721,3.35,0.9,4.8,4.29,171.7,4.3,140.3,2.58,22.8,33,5.67,2.08,7.7,26.13,5.32,388.4,6.37,451.4,-0.42,0.667,SEC,0.001,10.2,0,5,2015
Missouri (SEC),0,12,0.303,0.393,0.412,0.455,0.499,5.25,43.08,17.75,15.08,39.99,5.32,10.68,165.5,5.74,9.27,169.3,5.85,0.816,3.87,0.774,3.29,3.29,132.8,3.49,115.4,2.5,16.2,13.6,7.33,2.33,8.8,27.03,4.32,302,4.38,280.9,-0.08,0.417,SEC,0.001,-2.6,0,5,2015
Ole Miss (SEC),0,12,0.41,0.39,0.467,0.318,0.652,6.17,52.25,21.5,26.08,38.81,8.82,13.53,333.7,6.27,10.48,255.1,4,0.844,4.07,0.839,4.29,3.41,132.4,5.1,181.1,1.42,22.8,40.3,5.5,2.17,7.8,26.38,4.87,387.5,7.02,514.8,0,0.75,SEC,0.8,17.5,0,5,2015
South Carolina (SEC),0,12,0.354,0.47,0.55,0.588,0.544,5,39,21.92,18,41.33,7.09,13.04,207.5,7.35,11.18,212.4,4.58,0.826,4.43,0.861,4,5.13,217.4,4.39,154.7,2.17,27.5,21.9,5.75,1.67,5.3,28.48,6.03,429.8,5.61,362.2,0.42,0.25,SEC,0.001,-5.6,0,5,2015
Tennessee (SEC),0,12,0.456,0.277,0.786,0.727,0.598,4.83,36.67,18.08,22.42,39.07,7,11.71,199,6.5,12.65,217.2,18.26,0.769,4,0.817,4.15,4.25,153.3,4.76,223.5,1.75,21.2,34.3,7.17,2.17,5.6,30.23,5.33,370.4,5.6,422.5,0.25,0.667,SEC,0.333,13.1,0,5,2015
Texas A&M (SEC),0,12,0.432,0.33,0.333,0.25,0.565,6.17,52.33,18.83,22.33,41.05,6.95,12.31,251.3,5.85,9.92,161.3,19.68,0.818,3.68,0.784,4,4.85,205.9,4.42,171.7,2.67,21.6,28.3,5.67,2.75,8.6,27.98,5.25,367.2,5.64,423,-0.33,0.667,SEC,0.5,6.7,0,5,2015
Vanderbilt (SEC),0,12,0.373,0.282,0.389,0.235,0.511,6.08,47.17,17.17,17.58,33.52,5.48,10.74,171.8,6.43,11.68,207.3,6.35,0.714,3.31,0.636,3.27,4.02,143.2,3.75,154.7,2.33,21,15.2,5.83,2.17,6.7,32.12,5.17,350.5,4.5,326.5,-0.67,0.333,SEC,0.001,-5.8,0,5,2015
Boston College (ACC),0,12,0.366,0.375,0.588,0.5,0.556,4.08,33.42,16.67,19.33,37.92,7.1,12.77,132,7.01,11.37,218,7.21,0.821,4.31,0.829,4.37,3.08,94.8,5.13,251.8,1.67,20.5,25.9,7.17,2.58,7,33.15,5.05,312.8,5.67,383.8,-0.08,0.583,ACC,0.333,5.4,0,5,2014
Clemson (ACC),0,12,0.424,0.281,0.357,0.333,0.643,4,35.83,14,20.42,39.47,7.45,11.6,257.1,5.54,10.98,161.9,6.06,0.731,3.81,0.735,3.67,2.78,97.7,3.69,153,1.92,17.6,30.1,6.92,3.67,10.2,31.3,4.03,259.6,5.4,410.1,0.08,0.75,ACC,0.001,12.5,0,5,2014
Duke (ACC),0,12,0.409,0.347,0.48,0.259,0.573,5,39,21.92,22.08,39.91,5.89,10.27,214.9,6.33,11.6,204,11.17,0.867,4.33,0.885,4.5,4.45,196.3,4.91,183.3,1.08,20.6,32.5,3.33,2.25,4.8,28.68,5.24,400.3,5.39,398.2,0.67,0.75,ACC,1,11.9,0,5,2014
Florida St. (ACC),1,13,0.465,0.43,0.001,0.286,0.643,6.23,47.69,20.38,22.62,38.64,8.33,12.95,299.8,7.11,12.78,218.2,10.53,0.729,3.75,0.926,4.61,3.94,160.1,4.25,134.8,1.62,23,34.8,4.92,1.31,5.8,28.65,5.31,378.3,6.42,434.7,-0.23,1,ACC,1,11.8,1,0,2014
Georgia Tech (ACC),0,13,0.57,0.464,0.706,0.611,0.518,5.08,40.85,20.54,24.92,37.59,9.2,17.75,135.2,7.45,11.88,227.6,8.08,0.787,3.96,0.797,4.43,5.1,168.8,5.95,333.6,0.77,25.1,37,4.46,1.38,4.4,34.1,6.23,396.4,6.62,468.8,0.77,0.769,ACC,0.667,11.9,0,5,2014
Louisville (ACC),0,12,0.391,0.282,0.526,0.267,0.563,6.92,49.75,14.75,20.42,34.07,7.71,13.71,246.8,6.2,11.57,199.6,7.41,0.75,3.42,0.836,4.53,2.94,93.7,3.7,149.4,3.08,20.5,32.6,7.5,3.25,7,32.98,4.58,293.3,5.48,396.3,0.42,0.75,ACC,0.001,12.1,0,5,2014
Miami (FL) (ACC),0,12,0.362,0.392,0.619,0.524,0.581,7.33,65.58,19.42,19.75,41.18,8.42,14.49,251.1,6.09,10.67,184.1,6.59,0.833,4.43,0.767,3.84,3.68,143.5,5.32,179.9,1.58,24.3,29.9,4.33,2.08,4.6,29.12,4.73,327.6,6.77,431,0.08,0.5,ACC,0.001,5.6,0,5,2014
NC State (ACC),0,12,0.463,0.5,0.5,0.545,0.586,4.75,43.67,20.67,21.33,40.34,6.66,11.36,196,6.73,11.67,197.5,3.65,0.78,4.1,0.875,4.88,4.27,175.6,5.39,206,2.17,27,29.8,4.33,2.33,7,29.12,5.3,373.1,5.94,402,0.42,0.583,ACC,0.001,2.8,0,5,2014
North Carolina (ACC),0,12,0.429,0.505,0.5,0.8,0.611,7.75,62.58,24.42,23.67,39.22,7.25,11.86,279.7,8.5,14.31,263.5,4.91,0.882,4.88,0.878,4.9,5,232.2,3.84,145.8,2.25,38.9,34.3,6.5,1.83,5.8,25.03,6.4,495.7,5.55,425.4,0.17,0.5,ACC,0.5,-4.6,0,5,2014
Pittsburgh (ACC),0,12,0.465,0.369,0.667,0.563,0.625,6.5,54.25,18.58,23.33,36.88,8.07,12.91,182.9,6.66,12.57,192.7,7.68,0.829,4.54,0.889,4.89,4.42,156.6,5.3,251.3,1.67,25.6,31.7,4.42,1.33,3.8,33.82,5.43,349.3,6.2,434.3,-0.42,0.5,ACC,0.001,6.1,0,5,2014
Syracuse (ACC),0,12,0.341,0.393,0.5,0.7,0.54,7.17,59.08,20,16.83,36.49,5.77,10.67,184.1,7.3,11.2,209.9,8.35,0.775,3.68,0.8,3.6,3.39,139.3,4.11,145.2,2,24.3,17.1,6.83,2.25,6.7,26.68,5,349.2,4.9,329.3,-0.08,0.25,ACC,0.001,-7.2,0,5,2014
Virginia (ACC),0,12,0.418,0.39,0.471,0.4,0.574,6.5,57.75,18.75,20.08,33.68,6.57,11.44,236.4,7.08,12.8,232.5,4.42,0.821,4.15,0.837,3.92,3.36,120.7,3.67,137.8,1.33,24.1,25.8,4.42,2.83,6.5,31.63,5.14,353.2,5.08,374.2,0.42,0.417,ACC,0.25,1.7,0,5,2014
Virginia Tech (ACC),0,12,0.384,0.273,0.5,0.294,0.594,7.83,61.25,16.42,20.25,37.81,6.27,10.55,225.2,6.46,13.59,186.8,6.79,0.707,3.44,0.86,4.19,3.85,144.8,3.7,142.8,2.58,20.4,23.3,6.5,3.83,8.8,31.45,4.99,331.7,4.94,367.9,-0.5,0.5,ACC,1,2.9,0,5,2014
Wake Forest (ACC),0,12,0.284,0.411,0.4,0.462,0.584,5,47.83,19.25,14.33,42.54,5.5,9.4,176.3,6.43,10.61,186.6,8.68,0.818,4.02,0.727,3.45,4.38,182.7,1.25,39.9,4,26.4,14.8,10.58,2.33,7.2,28.73,5.22,369.3,3.38,216.3,-0.17,0.25,ACC,0.001,-11.6,0,5,2014
Baylor (Big 12),0,12,0.475,0.359,0.758,0.238,0.612,9.67,87,18.92,30.5,41.22,8.9,14.52,346.2,7.54,13.87,260,4.37,0.871,4.55,0.843,4.5,2.94,107.7,4.73,235.2,1.58,24.2,48.8,4.08,3,7.7,29.48,5.17,367.7,6.56,581.3,1,0.917,Big 12,1,24.6,1,5,2014
Iowa St. (Big 12),0,12,0.423,0.462,0.316,0.591,0.553,4.25,40.83,27.33,21.33,37.66,5.85,10.57,248.4,7.52,12.11,282.7,11.14,0.883,4.6,0.814,4.26,5.67,246.3,3.7,124.1,2.5,38.8,23.2,5.92,1.25,4.8,28.5,6.53,528.9,4.9,372.5,0,0.167,Big 12,0.001,-15.6,0,5,2014
Kansas (Big 12),0,12,0.343,0.415,0.2,0.65,0.543,6.33,55.75,21.92,16.42,38.49,6.48,11.94,202.9,7.32,12.54,243.5,12.43,0.75,3.63,0.774,3.87,5.4,209.7,3.12,121.2,2.42,33.3,17.8,6.75,1.58,5.6,30.25,6.29,453.2,4.62,324.1,0.25,0.25,Big 12,0.001,-15.5,0,5,2014
Kansas St. (Big 12),0,12,0.468,0.426,0.583,0.385,0.656,4.25,39.33,20.5,22.25,34.64,9.28,14.16,283.2,6.85,10.89,236.8,17.77,0.771,4.11,0.897,4.76,3.72,124.4,3.86,142.8,2,21.8,35.8,6.33,2,5.7,32.5,5.31,361.2,6.31,426,0.75,0.75,Big 12,0.25,14,0,5,2014
Oklahoma (Big 12),0,12,0.422,0.385,0.6,0.529,0.553,5.17,47.33,20.17,23,35.75,7.29,13.18,211.9,6.92,12.54,272.7,5.8,0.833,4.08,0.825,4.63,3.16,109.6,6.13,268.6,0.67,24.8,38.9,4.58,2.33,6,30.55,5.16,382.3,6.59,480.5,0,0.667,Big 12,0.001,14.1,0,5,2014
Oklahoma St. (Big 12),0,12,0.335,0.412,0.429,0.357,0.545,6,54.17,22,18.67,39.68,7.56,13.86,235.7,7.82,12.92,269.3,9.86,0.851,4.28,0.921,4.34,4.1,168,3.55,135.3,3.08,32,27.4,7.25,2.58,7.4,27.33,5.8,437.3,5.36,371,-0.67,0.5,Big 12,0.167,-4.6,0,5,2014
TCU (Big 12),0,12,0.421,0.284,0.462,0.571,0.606,6.42,58.08,17.33,25.58,37.45,8.12,13.4,332.8,6.96,14.19,242.4,10.27,0.867,3.9,0.857,4.38,2.98,117.1,5.38,209.3,1.67,20.3,46.8,5.17,2.92,8.4,30.25,4.85,359.5,6.78,542.2,1.5,0.917,Big 12,0.8,26.5,1,5,2014
Texas (Big 12),0,12,0.347,0.338,0.5,0.522,0.585,6,52.5,19.25,18.75,37.71,6.47,11.05,211.8,5.64,9.51,186.3,8.24,0.769,4,0.78,4.24,3.9,162.1,3.91,148.7,2.17,23.3,22.6,6.58,3.25,6.8,30.65,4.67,348.3,5.1,360.5,-0.08,0.5,Big 12,0.167,-0.7,0,5,2014
Texas Tech (Big 12),0,12,0.437,0.469,0.435,0.619,0.594,9.33,89.17,27.08,24.67,39.87,7.54,12.69,351.1,7.87,13.32,253.2,3.61,0.912,5.05,0.763,4.03,5.19,259.5,5.17,153,1.08,41.3,30.5,4.75,2.08,5.3,26.08,6.24,512.7,6.62,504.1,-1.08,0.333,Big 12,0.001,-10.8,0,5,2014
West Virginia (Big 12),0,12,0.438,0.309,0.45,0.286,0.654,6.5,59.33,19.08,26.33,37.31,7.72,11.8,314.6,6.46,12.38,226,3.24,0.833,4.17,0.804,4.04,4.3,162.6,4.24,187.5,2.33,26.2,33.2,6.67,1.5,6.3,30.17,5.34,388.6,5.91,502.1,-1.25,0.583,Big 12,0.2,7,0,5,2014
Illinois (Big Ten),0,12,0.374,0.436,0.364,0.538,0.612,5.83,50.08,23,18.5,40.34,6.9,11.27,243.2,7.54,12.89,214.8,8.68,0.896,4.75,0.745,4.02,5.11,249.6,3.7,117.1,2.58,33.9,26.6,7.42,1.75,6.3,27.1,6,464.3,5.38,360.3,-0.17,0.5,Big Ten,0.001,-7.3,0,5,2014
Indiana (Big Ten),0,12,0.304,0.361,0.35,0.75,0.537,6.5,59.42,22.33,18.83,36.34,5.42,10.1,141.4,6.85,11.12,251.1,5.18,0.956,4.67,0.824,4.06,4.87,182.7,5.87,263.6,2.17,32.8,25.1,7.17,1.92,6.4,28.32,5.85,433.8,5.7,405,-0.17,0.333,Big Ten,0.333,-7.7,0,5,2014
Iowa (Big Ten),0,12,0.458,0.365,0.636,0.727,0.616,3.5,28.92,16,21.42,33.71,7.15,11.62,242,6.39,12.26,175.8,5.13,0.875,4.13,0.788,4.27,4.29,158.8,3.92,156.3,1.92,24,28.3,5.75,2.17,5.6,31.72,5.19,334.5,5.4,398.3,-0.42,0.583,Big Ten,0.001,4.3,0,5,2014
Maryland (Big Ten),0,12,0.322,0.393,0.583,0.462,0.545,6,53.17,22.42,17.92,35.32,6.8,12.48,221.5,6.6,12.08,236.5,12.71,0.827,4.1,0.909,4.73,4.49,201.6,3.91,130.6,2.58,28.9,29.1,6,2.58,5.9,27.35,5.43,438.1,5.33,352.1,0,0.583,Big Ten,0.001,0.2,0,5,2014
Michigan (Big Ten),0,12,0.394,0.382,0.385,0.313,0.58,3.5,31.75,16.58,18.5,34.3,6.26,10.8,170.2,6.78,11.34,193.7,6.77,0.829,4.02,0.892,4.62,3.21,117.7,4.6,162.8,2.17,22.4,20.9,5.83,2.42,6.8,30.87,4.77,311.3,5.32,333,-1.33,0.417,Big Ten,0.001,-1.5,0,5,2014
Michigan St. (Big Ten),0,12,0.483,0.305,0.571,0.5,0.592,6.08,56.58,14.5,24.33,35.51,8.77,14.81,261.6,6,11.94,196,5.52,0.852,4.67,0.869,4.72,3.43,97.5,5.14,234.9,0.83,19.9,43.1,4.17,3.08,6.1,35.23,4.8,293.5,6.58,496.5,1.67,0.833,Big Ten,0.333,23.2,0,5,2014
Minnesota (Big Ten),0,12,0.405,0.412,0.778,0.667,0.475,5.25,46.67,19.58,18.25,39.52,7.14,15.02,131.4,6.25,10.94,201.5,8.95,0.889,4.58,0.891,4.89,4.49,161.2,4.76,224.6,1.58,23.4,29.3,5,2,5.9,31.53,5.32,362.7,5.43,356,0.92,0.667,Big Ten,0.333,5.9,0,5,2014
Nebraska (Big Ten),0,12,0.421,0.307,0.5,0.474,0.513,5.67,50.83,18.67,21.75,36.81,7.71,15.04,198,5.86,12.33,196.3,16.11,0.805,4.17,0.887,4.81,4.67,176.5,5.48,248.3,1.58,24.8,37.4,4.75,2.33,6.3,29.92,5.23,372.8,6.29,446.3,-0.17,0.75,Big Ten,0.001,12.6,0,5,2014
Northwestern (Big Ten),0,12,0.4,0.387,0.483,0.476,0.574,5.08,43.5,20.33,20.33,32.7,5.71,9.95,216.5,6.48,11.69,214.3,15.11,0.771,4.06,0.814,4.12,4.24,169.9,3.37,136.6,2.83,25.2,23,5.42,1.42,5.3,29.43,5.25,384.3,4.5,353.1,0.33,0.417,Big Ten,0.667,-2.2,0,5,2014
Ohio St. (Big Ten),1,13,0.515,0.369,0.526,0.533,0.643,5.77,50.54,18.62,25.77,41.31,9.17,14.26,246.8,5.81,10.63,188.2,11.69,0.838,4.62,0.831,4.62,3.87,139.8,5.78,260.8,1.85,21.2,45.2,4.77,3.08,7.7,31.05,4.79,328,7.04,507.6,0.69,0.923,Big Ten,1,24,1,0,2014
Penn St. (Big Ten),0,12,0.384,0.301,0.368,0.188,0.541,5.42,45,14.5,18.67,34.94,5.96,11,221.9,5.75,10.88,185,7.11,0.811,3.81,0.811,3.57,2.56,84.8,2.95,103.6,3.5,17.7,19.8,7.75,2.5,7.3,31.55,4.13,269.8,4.49,325.5,-0.25,0.5,Big Ten,0.001,2.1,0,5,2014
Purdue (Big Ten),0,12,0.362,0.467,0.387,0.222,0.537,5,43.17,22.33,17.17,35,5.18,9.65,187.4,6.89,12.05,223.9,14.81,0.789,4.16,0.838,4.22,4.57,192.1,4.69,157.2,2,31.7,23.8,5.42,1.67,5.1,28.9,5.58,416,4.95,344.6,-0.42,0.25,Big Ten,0.001,-7.9,0,5,2014
Rutgers (Big Ten),0,12,0.369,0.43,0.4,0.444,0.564,4.83,43.33,20.75,18.17,33.69,8.23,14.59,231,7.68,13.08,227.8,8.29,0.813,4.31,0.895,4.58,5.54,211.8,3.97,147.8,1.58,30.9,25.6,5.5,2.67,5.5,30.35,6.47,439.5,5.8,378.8,-0.33,0.583,Big Ten,0.001,-5.3,0,5,2014
Wisconsin (Big Ten),0,13,0.392,0.281,0.733,0.462,0.553,4.77,44.54,14.15,21.31,34.12,6.65,12.03,150.8,6.59,13.87,164.3,11.54,0.897,4.34,0.86,4.53,3.44,118.9,6.87,314,0.92,20,34.6,5.46,2.77,6.5,33.68,4.76,283.2,6.8,464.8,-0.46,0.769,Big Ten,0.5,14.6,0,5,2014
Notre Dame (FBS Independent),0,12,0.457,0.407,0.5,0.478,0.593,4.67,39.33,21.75,23.83,37.83,8.07,13.61,293.8,7.21,11.89,239.8,9.33,0.854,4.69,0.807,4.37,3.98,161.7,4.18,150.8,2.33,29.3,33,6.33,2,5.8,29.25,5.44,401.5,6.13,444.6,-0.33,0.583,FBS Independent,0.25,3.7,-1,5,2014
